"","country","region","region_code","start_date","end_date","days","year","time","population","total_deaths","covid_deaths","expected_deaths","ols_ex","ols_ex_lb","ols_ex_ub","glm_log_ex","glm_log_ex_lb","glm_log_ex_ub","glm_iden_ex","glm_iden_ex_lb","glm_iden_ex_ub","glm_sqrt_ex","glm_sqrt_ex_lb","ridge_ex","rglm_log_ex","rglm_iden_ex","rglm_sqrt_ex","lasso_ex","lglm_log_ex","lglm_iden_ex","lglm_sqrt_ex","ols_ed","ols_ed_lb","ols_ed_ub","glm_log_ed","glm_log_ed_lb","glm_log_ed_ub","glm_iden_ed","glm_iden_ed_lb","glm_iden_ed_ub","glm_sqrt_ed","glm_sqrt_ed_lb","ridge_ed","rglm_log_ed","rglm_iden_ed","rglm_sqrt_ed","lasso_ed","lglm_log_ed","lglm_iden_ed","lglm_sqrt_ed"
"28","South Africa","South Africa",0,"2020-08-31","2020-09-06",7,2020,"36",60041996,11379,861,"TBC",10730.4677966101,10397.5875372429,11063.3480559774,10724.0709481806,10630.4923060925,10818.4733491317,10731.6141963733,10637.2633888212,10825.9650039255,10727.7312995765,10822.1221865792,9907.10569111436,9906.87129385716,9912.89186852996,9908.81500915909,9897.07023649385,9927.80150163206,9933.52466413135,9921.3831779585,648.532203389863,981.412462757131,315.651944022597,654.929051819363,748.507693907473,560.526650868267,647.385803626665,741.736611178829,553.034996074501,651.268700423549,556.877813420793,1471.89430888564,1472.12870614284,1466.10813147004,1470.18499084091,1481.92976350615,1451.19849836794,1445.47533586865,1457.6168220415
"29","South Africa","South Africa",0,"2020-09-07","2020-09-13",7,2020,"37",60041996,10485,558,"TBC",10215.0677966101,9882.18753724287,10547.9480559774,10213.4103392614,10122.2611865933,10305.3802737567,10216.2603585477,10124.0323149922,10308.4884021032,10214.6663900874,10306.7774566181,9611.5403313032,9613.96215009732,9625.86317141075,9617.44568529999,9582.87018784674,9616.33433573127,9618.57014639352,9608.36253577397,269.932203389862,602.81246275713,-62.9480559774038,271.589660738568,362.738813406677,179.61972624326,268.739641452281,360.967685007783,176.511597896779,270.333609912612,178.2225433819,873.459668696802,871.037849902676,859.136828589253,867.55431470001,902.129812153264,868.665664268732,866.42985360648,876.637464226033
"30","South Africa","South Africa",0,"2020-09-14","2020-09-20",7,2020,"38",60041996,10010,506,"TBC",10110.8677966101,9777.98753724287,10443.7480559774,10110.1685165037,10019.5163965888,10201.6408164072,10111.6110914189,10019.82000749,10203.4021753478,10110.7145780661,10202.3568062945,9638.79528684228,9640.97581324307,9652.17120683542,9644.22725370162,9611.87011089621,9645.07879141403,9647.38639084709,9637.12119859442,-100.867796610137,232.012462757131,-433.748055977403,-100.168516503652,-9.51639658884596,-191.640816407173,-101.611091418892,-9.82000749000326,-193.402175347781,-100.714578066101,-192.356806294529,371.20471315772,369.024186756935,357.828793164581,365.772746298382,398.129889103793,364.921208585973,362.613609152908,372.878801405581
"31","South Africa","South Africa",0,"2020-09-21","2020-09-27",7,2020,"39",60041996,10259,445,"TBC",10006.0677966101,9673.18753724287,10338.9480559774,10006.3322110813,9916.18205417898,10097.3019425685,10005.9875156809,9914.63949936864,10097.3355319932,10005.9835118392,10097.1509434733,9973.25629079754,9972.57343357676,9976.32626054364,9973.71609102976,9967.47000900227,9997.57898551973,10003.3968288603,9991.15146299603,252.932203389864,585.81246275713,-79.9480559774038,252.667788918661,342.817945821022,161.698057431533,253.012484319061,344.360500631363,161.664468006758,253.016488160791,161.849056526709,285.743709202459,286.426566423239,282.673739456361,285.283908970237,291.529990997726,261.421014480271,255.603171139668,267.848537003969
"32","South Africa","South Africa",0,"2020-09-28","2020-10-04",7,2020,"40",60041996,9941,578,"TBC",10420.8677966101,10087.9875372429,10753.7480559774,10417.31789323,10325.1929442033,10510.2648129723,10421.0668938353,10327.9892306755,10514.1445569951,10419.0293232467,10512.0551934298,9758.77239988994,9759.88793470953,9768.44139506377,9762.36639373492,9739.46988573535,9771.56136795121,9774.86229933035,9764.01148342563,-479.867796610135,-146.987537242871,-812.748055977401,-476.317893230031,-384.192944203327,-569.264812972346,-480.066893835303,-386.989230675521,-573.144556995085,-478.02932324671,-571.055193429776,182.227600110056,181.112065290468,172.558604936228,178.633606265077,201.530114264648,169.43863204879,166.137700669646,176.988516574367
"33","South Africa","South Africa",0,"2020-10-05","2020-10-11",7,2020,"41",60041996,10519,804,"TBC",9897.06779661014,9564.18753724287,10229.9480559774,9898.3345270066,9808.70868082516,9988.77931812414,9897.78851653369,9806.8969756851,9988.68005738229,9897.88698856146,9988.561753158,9498.9507497627,9502.60772029585,9516.12542310003,9506.41689336189,9463.26974480736,9497.76375943968,9498.59708979225,9489.1580085762,621.932203389862,954.812462757127,289.051944022598,620.665472993398,710.291319174845,530.22068187586,621.211483466308,712.103024314903,530.319942617713,621.113011438543,530.438246841997,1020.0492502373,1016.39227970415,1002.87457689997,1012.58310663811,1055.73025519264,1021.23624056032,1020.40291020775,1029.8419914238
"34","South Africa","South Africa",0,"2020-10-12","2020-10-18",7,2020,"42",60041996,10572,691,"TBC",9582.86779661013,9249.98753724287,9915.7480559774,9587.02377162773,9498.92238224904,9675.94229104476,9583.78500149464,9494.23091424807,9673.33908874122,9585.24731745021,9674.48183298545,9378.3406866498,9383.33190864981,9398.0469516715,9387.25237548783,9335.06959002146,9370.67740232094,9369.77456090324,9361.28797728109,989.132203389865,1322.01246275713,656.251944022597,984.976228372272,1073.07761775096,896.057708955235,988.214998505358,1077.76908575193,898.660911258785,986.752682549792,897.518167014548,1193.6593133502,1188.66809135019,1173.9530483285,1184.74762451217,1236.93040997854,1201.32259767906,1202.22543909676,1210.71202271891
"35","South Africa","South Africa",0,"2020-10-19","2020-10-25",7,2020,"43",60041996,10450,497,"TBC",9611.86779661013,9278.98753724287,9944.7480559774,9615.75710041826,9527.51417280967,9704.81732560643,9612.4940253532,9522.81676568516,9702.17128502125,9613.9684920129,9703.33628894039,9999.6905342957,9998.90055592714,10001.7706625524,9999.73712313061,9995.66840024686,10025.5207932223,10031.4483977986,10019.1171897249,838.132203389865,1171.01246275713,505.251944022599,834.242899581744,922.485827190332,745.182674393569,837.505974646798,927.183234314842,747.828714978754,836.031507987105,746.663711059606,450.309465704302,451.099444072859,448.229337447585,450.262876869387,454.331599753139,424.47920677774,418.551602201376,430.882810275076
"36","South Africa","South Africa",0,"2020-10-26","2020-11-01",7,2020,"44",60041996,10302,443,"TBC",9967.46779661014,9634.58753724287,10300.3480559774,9968.08715965667,9878.12241293114,10058.8712580074,9967.39407641782,9876.20855598153,10058.5795968541,9967.56557362904,10058.5582156658,10055.16435392,10053.9901514152,10056.1913946415,10054.7991162894,10054.6682292253,10041.0663932899,10046.6078751677,10042.9103874686,334.532203389863,667.412462757129,1.6519440225984,333.912840343328,423.87758706886,243.128741992554,334.605923582179,425.791444018472,243.420403145887,334.434426370965,243.441784334185,246.835646080046,248.009848584845,245.808605358501,247.200883710577,247.331770774685,260.933606710083,255.39212483228,259.089612531427
"37","South Africa","South Africa",0,"2020-11-02","2020-11-08",7,2020,"45",60041996,10479,398,"TBC",9739.46779661014,9406.58753724287,10072.3480559774,9742.18374709709,9653.32009864723,9831.86542995741,9739.55047886171,9649.33028770642,9829.77067001701,9740.70178054459,9830.65532314798,9331.74427911488,9336.35368397569,9351.13254536622,9340.18762836851,9285.891103696,9317.88067361942,9315.72919627411,9308.82025738186,739.532203389865,1072.41246275713,406.651944022597,736.816252902907,825.679901352765,647.134570042594,739.449521138285,829.669712293584,649.229329982987,738.298219455406,648.344676852017,1147.25572088512,1142.64631602431,1127.86745463378,1138.81237163149,1193.10889630401,1161.11932638058,1163.27080372589,1170.17974261814
